customer_id,platform,age,gender,city,tenure_months,order_frequency,avg_order_value,total_spend,discount_usage_rate,delivery_issues_rate,support_interactions,app_usage_frequency,payment_method,subscription_status,days_since_last_order,review_score,referrals,churned
CUST000033,Swiggy,32,Female,Bangalore,19,7.771000837823429,299.00895149239216,44148.37743871761,0.11286003105920409,0.11665081073933849,0.16259136868092436,0.9832807443707697,Wallet,0,9,4.361170011939457,0,0
CUST000034,Blinkit,31,Male,Ahmedabad,14,6.927262769903319,236.35241748848665,22921.854231424953,0.10594029249640338,0.04397000292742435,0.01256835018160059,2.8628129406874145,Cash on Delivery,1,7,3.5721055015757726,2,0
CUST000035,Blinkit,34,Male,Mumbai,22,3.8344912677389003,222.79061671018312,18794.35083480595,0.4042149658506797,0.038717385313244694,0.34251401453298674,7.0,UPI,0,3,4.1981880594828365,2,0
CUST000036,Zepto,41,Female,Hyderabad,23,7.7237283223530735,340.6710369318574,60518.76234078747,0.3857334368313653,0.13840398059686101,0.9857255624977962,1.6068547529340391,Debit Card,0,15,3.7055854165262816,2,0
CUST000037,Swiggy,34,Female,Delhi,17,4.777073158799585,248.9324689545787,20215.86646854269,0.13469843348891403,0.11314396584553486,0.45499282671708263,1.0182071365668333,Debit Card,1,12,4.435448221283743,2,0
CUST000038,Swiggy,21,Female,Kolkata,23,8.363965984463661,226.5013932875462,43572.348824485234,0.040985869473725255,0.1222743551875421,0.6022764868239484,0.7643339519569485,Wallet,1,12,3.94323028286354,2,0
CUST000039,Zomato,40,Female,Delhi,20,11.590800296393617,270.3781641272777,62677.986098096255,0.33506317239866235,0.6833176502073202,0.01850662006125991,1.145620740814859,UPI,1,19,4.9312746515936094,0,0
CUST000040,Zomato,43,Male,Delhi,13,2.3648939673704463,276.32886482916564,8495.350050782625,0.20591550475602985,0.2205106231549783,1.5954184932781264e-05,1.1598627691428909,UPI,0,6,5.0,0,0
CUST000041,Swiggy,55,Female,Pune,38,5.8868275477429,309.1632818517452,69159.65512550733,0.17336092864227182,0.33667922719801324,0.019172967075267885,2.016588600394612,UPI,0,69,3.922539585958687,2,1
CUST000042,Zomato,21,Male,Delhi,17,6.1059756973890895,192.41860727569295,19973.35677576422,0.18063075972168727,0.03735591781451311,0.08368008957147635,1.1497102459788267,Wallet,0,27,5.0,1,0
CUST000043,Swiggy,31,Male,Mumbai,13,6.005452502947994,269.83303992833896,21066.10356520422,0.49680185845107233,0.025522978683704328,0.06285526930859962,2.0873548239221336,UPI,0,7,5.0,3,0
CUST000044,Blinkit,18,Female,Delhi,15,7.853457518096061,253.6571809628781,29881.288422779522,0.2406420428353478,0.22692473974320504,0.0175704819699721,3.638693855455327,Cash on Delivery,0,3,4.474444734300498,0,0
CUST000045,Swiggy,34,Male,Chennai,8,6.99923986471405,346.99112126263805,19429.392709146265,0.11576833157240725,0.05544302351386287,0.18843405804854427,1.872164408721873,Debit Card,1,36,4.431924434351032,1,0
CUST000046,Zomato,25,Other,Delhi,17,2.177832976732345,363.1468672535968,13444.84478933275,0.24119305859698165,0.17806459866003924,0.14200639036188764,2.1482278447612186,UPI,1,11,4.19474817462406,2,0
CUST000047,Swiggy,45,Male,Bangalore,29,2.4688926554350106,289.41507894332705,20721.508120484392,0.35844857541930464,0.3310023432184418,0.7113728811996897,1.0129058495866015,Wallet,0,1,2.752441780935488,0,0
CUST000048,Zomato,23,Female,Mumbai,20,4.441620507215136,319.62799946550797,28393.325542122977,0.3299687654485501,0.06672563242959835,0.4328805176886057,0.7177505799679244,Wallet,0,38,4.208512160585101,1,0
CUST000049,Zomato,18,Female,Hyderabad,14,5.954440885856372,277.7956722876344,23157.650725768275,0.23967891071976255,0.13832002546554722,0.33248824869858074,2.8616187285133865,UPI,0,2,4.700215553539722,1,0
CUST000050,Swiggy,26,Male,Kolkata,19,6.191032977222042,405.97477048839045,47754.66064826172,0.2940351097923629,0.09635231208400681,0.025205013176141183,3.6502928650172084,Credit Card,0,11,3.6892444719189803,3,0
CUST000051,Blinkit,18,Female,Bangalore,9,6.508736788698294,403.00906680565436,23607.71945367238,0.12437269625760367,0.23979437458801656,0.2953708939922458,0.8251164052311277,UPI,0,0,2.927269941025637,1,0
CUST000052,Zepto,36,Male,Bangalore,19,7.206733915779091,220.73719151350923,30225.089886530397,0.0928310065827361,0.044941911302862736,0.22780590660079234,2.0042444964362667,UPI,1,10,4.696788051127908,0,0
CUST000053,Blinkit,18,Female,Mumbai,17,7.087173762191051,176.42972498475507,21256.598002303163,0.15859769775918103,0.06025433658961344,0.010139262604073303,0.9726278610489169,Debit Card,0,58,5.0,0,0
CUST000054,Blinkit,30,Male,Delhi,25,5.157347927418036,356.0869415070117,45911.60624404536,0.4200914351726677,0.01300333341848153,1.0240831949878648,1.0353255092616096,UPI,1,2,4.687790659338978,0,0
CUST000055,Zomato,18,Female,Mumbai,21,11.633434114689239,190.3892845183442,46512.50514932661,0.28114397802429103,0.2046328413543013,0.0037295614621818155,2.311502569720745,UPI,0,7,4.001212949236124,0,0
CUST000056,Blinkit,27,Male,Bangalore,14,2.020297753277183,415.17539530498243,11742.890856908713,0.12055813032859379,0.17376476060436333,0.12986389372337248,3.1397287678826844,Credit Card,0,10,4.091563356987221,1,0
CUST000057,Swiggy,43,Male,Bangalore,25,1.21468117229519,190.63570172757815,5789.0399413942705,0.22335723176610117,0.255669958819666,0.3880063300661177,3.867078470482067,Cash on Delivery,1,7,3.7734046462403676,1,0
CUST000058,Swiggy,32,Male,Ahmedabad,28,5.800137204679846,363.0105558092919,58954.30885234753,0.174161219599425,0.0785292202859672,0.18425905493932512,3.1306620583129177,Credit Card,0,20,4.567425191792828,0,0
CUST000059,Swiggy,23,Male,Mumbai,21,6.666173038529788,283.39277423791253,39672.050689717566,0.1308800211024241,0.3883148580057838,0.16831192937569173,1.5295341880726385,Cash on Delivery,0,19,4.954837587732529,1,0
CUST000060,Swiggy,29,Female,Hyderabad,18,5.790722151293682,512.6756258913407,53437.71785899211,0.27112317125655633,0.24176387522384024,0.26263408294072715,2.557318893392072,Cash on Delivery,1,3,4.451907460152594,0,0
CUST000061,Zomato,30,Female,Bangalore,16,3.85202781545517,418.22101314577105,25775.98361032564,0.37848375967991793,0.22243554028595056,0.3076485843238679,1.5829222403066796,Debit Card,0,49,3.974831792380064,0,1
CUST000062,Swiggy,33,Female,Bangalore,31,6.880674220108056,176.27693314369264,37600.02863392704,0.12443557445695469,0.07153214105872831,1.3273498488712439,0.5001768119951411,UPI,1,20,4.613763036339467,2,0
CUST000063,Zepto,19,Male,Pune,21,2.847858613663413,204.97572627805513,12258.57964113034,0.3749404689877314,0.06404302520356299,0.6261428279430281,3.5693536065407603,Debit Card,1,10,4.063484063441132,0,0
CUST000064,Zomato,34,Female,Delhi,19,1.8649082889098465,341.44560104858294,12098.529900538831,0.13693056501510625,0.2683830249624553,0.02629942361567557,4.504037204685702,Credit Card,1,43,4.930669986201168,1,0
CUST000065,Swiggy,18,Male,Mumbai,13,9.751721962294791,389.9571446403894,49435.797472664875,0.2783361628228314,0.20654272461864467,0.6683408172363478,2.9490659193707947,Credit Card,0,19,3.0010657326922163,2,0
CUST000066,Zomato,24,Female,Chennai,14,3.5866982641509666,187.46642785701212,9413.397159338589,0.12384108028682835,0.06878573535064023,0.0046238359289178755,0.2304606689614364,UPI,1,8,4.573035518855446,1,0
CUST000067,Swiggy,26,Other,Delhi,11,5.646384482258321,368.0528053865728,22859.844138850247,0.4193567791884125,0.3324722999056261,0.13110082216590974,2.4213916690563657,Wallet,0,4,3.4179490294846726,2,0
CUST000068,Zepto,35,Male,Mumbai,17,3.3189158895865316,302.1492045063888,17047.732529657133,0.4294772586009049,0.07943371013167376,0.043046818299688594,0.8489250188139604,Wallet,0,1,4.70333599986933,0,0
CUST000069,Swiggy,30,Male,Delhi,16,3.6752664491795515,321.8091386892256,18923.74928742208,0.40775376976993954,0.14453144087618902,0.1418796773089145,2.4168294958566796,Debit Card,0,12,4.7372336530687384,0,0
CUST000070,Blinkit,18,Male,Delhi,20,8.619993876491979,215.99191578302103,37236.979828428244,0.2830524291909614,0.035151523746664304,0.006289271844358802,2.9442768610346755,UPI,0,26,4.552040070826189,2,0
CUST000071,Zepto,22,Female,Hyderabad,27,5.359309030244892,471.7037098495489,68256.160698511,0.12103931664974824,0.26738139204391587,0.01593169975648004,3.3739302631382273,Wallet,1,33,4.987821294651528,2,0
CUST000072,Swiggy,31,Female,Mumbai,23,5.40385046190754,316.99732308763646,39399.141008183295,0.39154524334018076,0.05140714928451387,0.40074742996226986,0.6999974146416994,UPI,0,5,4.9717391567288844,2,0
CUST000073,Swiggy,29,Female,Bangalore,25,1.840653262500106,253.89953705690834,11683.525280776623,0.663032112699633,0.16323183405085562,0.014633983198597777,5.552486451163969,Wallet,1,32,3.9145891714448084,0,0
CUST000074,Zepto,25,Male,Bangalore,26,5.104519527036379,263.1789290889719,34928.45154861867,0.0637976857748883,0.288695801748385,0.3305411985809353,0.5894661492390382,Debit Card,1,7,4.650738639585972,1,0
CUST000075,Zepto,26,Female,Bangalore,14,3.235273085897494,256.8320617498908,11632.905997649788,0.4892102747630742,0.07347444344000231,0.0005870275527648828,1.327507450663,UPI,1,12,2.6885715351449972,0,0
CUST000076,Zepto,35,Female,Ahmedabad,17,16.76975427176381,313.75293544286853,89446.51370016515,0.30956174310193146,0.19997986396020298,0.000434246332955878,1.7910674548011405,Credit Card,0,6,3.968772160867076,0,0
CUST000077,Zepto,25,Male,Mumbai,16,3.0217799358933655,291.881039681843,14112.004310052615,0.36871450748809637,0.1608069217188373,0.7584993433103459,0.1627723374882607,Wallet,0,17,3.4000506627977702,1,0
CUST000078,Swiggy,29,Female,Ahmedabad,24,11.450611994948211,177.81871435156978,48867.19448352851,0.19314572539631145,0.06011615602837798,0.2520783330339174,3.666199873992466,Credit Card,0,21,3.415446683009396,2,0
CUST000079,Zomato,47,Male,Hyderabad,12,5.838098887594445,167.69356380359721,11748.139299582348,0.2260468866334778,0.25814390668279835,0.11216301058508661,1.2343643324551377,Credit Card,1,4,3.482644429814938,0,0
CUST000080,Swiggy,18,Male,Kolkata,29,2.362292259090569,364.5510619845693,24974.10840131243,0.2322060894622481,0.19846755107708217,0.46025735320734473,1.2676672902796164,UPI,0,4,4.449140351850391,3,0
CUST000081,Blinkit,18,Female,Bangalore,16,8.595314694416093,328.4873502411607,45175.23437532247,0.287203068521039,0.013238645559652746,0.2519625297343524,0.9332900991046371,UPI,0,4,4.336300508965693,2,0
CUST000082,Zomato,36,Male,Bangalore,13,11.079876435579308,461.32096546809817,66447.9308288728,0.3559999248044357,0.07044794373724902,0.010456332847244038,0.21554333778958407,Credit Card,0,8,3.7176800333748696,0,1
CUST000083,Swiggy,24,Female,Pune,17,13.92965813230306,185.13200380843347,43840.03388079501,0.09151201191663841,0.038067395111424616,0.10026432671393341,1.5001613613162321,UPI,0,2,2.7374022819799437,1,0
CUST000084,Swiggy,27,Female,Pune,17,6.257260124800016,280.8773304456505,29877.88283588339,0.41610056093937753,0.017972344035095796,0.0373722387999172,1.1835650972112228,Debit Card,0,19,4.539824558254018,0,0
CUST000085,Swiggy,23,Male,Delhi,18,3.256160797440476,284.1580471777194,16654.757282951963,0.16430740052243495,0.2732018351499257,0.03237105078911787,1.4824329224386241,Wallet,0,14,3.057918129781064,0,1
CUST000086,Swiggy,27,Female,Mumbai,18,3.203338350229782,120.84430076492045,6967.893294845493,0.4692883728644827,0.0486453997418827,0.0038598715503672543,0.8417498809361392,Wallet,0,1,3.7184831758039953,1,0
CUST000087,Zepto,42,Female,Bangalore,26,6.476298538833932,272.9983905507173,45968.49602351827,0.44582767486985736,0.09180491028804304,0.4967899608472915,2.8089846574572594,Credit Card,1,12,3.1016779898231457,3,0
CUST000088,Zomato,36,Male,Pune,21,1.7971297407485687,342.69679676694216,12933.282716111933,0.20964723656676987,0.03648054536779573,0.051137178098277544,0.5218967413912794,UPI,0,15,4.242966458139123,0,0
CUST000089,Blinkit,36,Male,Delhi,13,2.4500575962794606,113.27319273282077,3607.836002028374,0.07260560744907431,0.2061032832418764,0.005956508107792323,0.37965370807841176,Credit Card,0,11,2.4700958011978225,0,0
CUST000090,Zomato,18,Male,Chennai,17,5.387490662199959,402.69472299220723,36881.73901724117,0.5293213474140961,0.04123232547471169,0.00995990940659599,3.2345974354915334,UPI,0,12,4.68253040137756,1,0
CUST000091,Swiggy,20,Male,Chennai,16,8.42991856376044,188.37010628675932,25407.114493508474,0.44916496684279344,0.20529168005597137,0.5152582821830475,0.7661281508901,Debit Card,1,4,3.840227178758872,2,0
CUST000092,Zepto,18,Male,Kolkata,19,4.385644234859175,324.8352245181139,27067.622864053985,0.28923149288441674,0.2630273710988882,0.014222523649393274,3.549718313231792,UPI,0,2,4.522567203753665,1,0
CUST000093,Zepto,23,Male,Hyderabad,18,13.771894906236122,163.95014033918224,40642.27384704986,0.47217957002151645,0.036513880203450685,0.5192120015750467,3.333289062568088,UPI,0,15,3.269346583493808,1,0
CUST000094,Zomato,37,Male,Bangalore,32,6.874026313770788,249.10689230989726,54795.75464575679,0.2516225163114223,0.16330842926913242,0.1017566341786838,2.0554486255957847,Credit Card,1,6,4.962374825702328,0,0
CUST000095,Zepto,34,Female,Ahmedabad,25,4.171864486086304,301.61300353518254,31457.21444975627,0.2284522314308471,0.04492152253672029,1.227065508818718,2.0064809043802962,UPI,0,3,3.794440890497398,1,0
CUST000096,Zomato,28,Male,Hyderabad,23,3.280552733366032,281.8248403604787,21264.448758625324,0.5080454738482931,0.25783280261932096,1.5117578538286753,2.6883305254996213,UPI,0,4,2.4769402952462896,1,1
CUST000097,Zomato,29,Female,Chennai,9,2.5555306656842047,159.71482497671647,3673.40519693146,0.13224867776713706,0.19173806375610247,0.06991537867459889,1.0681556650280353,Cash on Delivery,0,19,2.3742119014476613,0,0
CUST000098,Zomato,24,Female,Delhi,24,7.808708481530106,185.90767332145475,34840.77181072252,0.3062393295253613,0.24578801012981516,0.010398650280350188,0.5864749684917319,UPI,0,8,5.0,1,0
CUST000099,Swiggy,31,Female,Chennai,10,3.060251378466784,208.80141255350398,6389.848105926722,0.5104433578925596,0.15427378238823303,0.202782413390076,4.631197418040397,Cash on Delivery,0,7,4.411377854648142,0,0
CUST000100,Swiggy,36,Male,Delhi,16,6.4880556536122365,314.8256293841317,32681.69927404394,0.14723017275311373,0.09559489971369052,1.5546801471922813,0.7859918409551071,UPI,0,6,4.711245666113792,2,0
CUST000101,Swiggy,18,Female,Delhi,17,2.1178220727587034,267.4099688236417,9627.554485657227,0.0953643535857859,0.11111800957833905,0.7496687099671411,2.443349536063757,Wallet,0,12,3.9142445508831263,2,0
CUST000102,Zomato,32,Female,Chennai,26,2.4470746316148695,234.2545024184514,14904.19450545367,0.30966814176859353,0.05963215124939165,0.18143187784427722,2.510445161166336,UPI,0,3,4.338768911374131,1,0
CUST000103,Swiggy,37,Female,Bangalore,13,5.099248180287838,327.81188341243745,21730.72394957881,0.16713742785021296,0.18439023195723556,0.061059340182423184,1.6254297424399087,UPI,1,25,4.875639632149078,1,0
CUST000104,Zomato,26,Male,Chennai,18,2.467201568084982,321.3145894609692,14269.461461400339,0.23619911587685458,0.2411452152552763,0.025501360191072533,0.7876605290078673,UPI,0,8,4.098528420757547,2,0
CUST000105,Blinkit,35,Male,Delhi,12,9.95718545363589,220.63126461996612,26362.39702429461,0.34924358446049036,0.16149798020901637,4.289881968795317e-05,0.8470265913832585,Credit Card,0,3,4.746720581920104,2,0
CUST000106,Swiggy,52,Female,Hyderabad,22,1.5046182403989914,294.7661441555523,9757.231377267495,0.5068553281581792,0.08983730349332932,0.14198601313925388,3.368369766199224,UPI,0,4,3.3224463677221436,2,0
CUST000107,Zomato,29,Male,Bangalore,16,2.1782307733914195,320.5799911485033,11172.755232851501,0.09369435031703191,0.13735405036796045,0.010665785654252295,0.46190468303380317,Debit Card,0,12,5.0,2,0
CUST000108,Zepto,33,Male,Hyderabad,20,10.405853896607022,212.70418429749216,44267.37329993354,0.1365879368861227,0.13210441881453863,0.08610826014696694,3.7507951340507204,Credit Card,0,3,5.0,0,0
CUST000109,Swiggy,24,Male,Delhi,7,9.478657043796261,243.1870723460637,16135.607993772453,0.2769404703075491,0.06164521379592252,0.13262249171294208,1.20191664367422,Credit Card,0,10,3.284996940950774,0,0
CUST000110,Swiggy,31,Female,Chennai,13,10.469372719430133,258.99475750093455,35249.66443252419,0.04968000067308047,0.1494123945872551,0.23238837708563356,3.378103624518407,Debit Card,1,0,3.26107461605003,1,0
CUST000111,Swiggy,33,Other,Kolkata,20,2.6619009643536913,341.6743308006029,18190.06461306054,0.14423076169530152,0.0363554360878494,1.0065509527801546,0.5695535115375153,Credit Card,0,16,5.0,1,0
CUST000112,Swiggy,31,Male,Delhi,23,5.003935189677583,361.1847396741377,41568.93566308896,0.4793741377285703,0.141044104701372,0.22506760930973482,1.6435713824544995,UPI,1,6,4.354845410225536,0,0
CUST000113,Blinkit,21,Female,Delhi,29,5.841345488870662,327.6483059046765,55503.3016553395,0.21798765816396193,0.06315519234008102,0.2963215704274604,0.8573632613989401,UPI,0,14,4.1091059347468155,1,0
CUST000114,Zepto,31,Female,Chennai,28,4.378710887223136,170.33717375674343,20884.0026423692,0.32351455354091285,0.1128158584345598,0.01210399668083283,1.3838157321393723,Credit Card,0,7,2.9384544398878982,0,0
CUST000115,Zomato,41,Female,Chennai,15,7.334712675296999,209.14259585611865,23010.012731555864,0.16193608601480886,0.5791691932003363,0.7596233435826645,2.3578808814053254,UPI,1,28,3.8285588842221983,0,1
CUST000116,Blinkit,33,Female,Chennai,20,9.10648621466832,339.18656165260734,61775.95495780431,0.2753471478014464,0.13441281940713704,0.6678619111383175,1.4338565889515615,Credit Card,0,9,4.778772768103761,0,0
CUST000117,Zepto,37,Female,Chennai,24,4.884898870981494,351.98652692278466,41266.04611117939,0.1154382115404782,0.13492786242551721,0.13941180913649376,0.8019037054076271,UPI,0,6,3.0518920833183114,1,0
CUST000118,Swiggy,28,Female,Delhi,21,2.3284668850961605,287.18963253186877,14042.94253096122,0.26681822622425866,0.0379827287734871,0.09215097023965041,6.6985617592085225,UPI,0,15,4.352362363257356,0,0
CUST000119,Blinkit,35,Male,Delhi,17,7.2136347055418,265.5615101302593,32566.28334083939,0.3857173113304731,0.3231347897926958,0.011520411527624673,1.5980581876203221,Wallet,0,27,4.122010067743553,1,1
CUST000120,Zomato,32,Female,Delhi,20,5.589320133610319,383.2636273269363,42843.66217397933,0.321398025181974,0.04566521362922788,0.4635580612573527,0.4057386610230901,UPI,1,8,3.8530068624477014,2,0
CUST000121,Zepto,22,Male,Mumbai,29,8.52540584057311,140.88068255487693,34830.88482244095,0.22089367971576454,0.2758975027985851,0.5266241329193849,1.3256249551880839,UPI,0,51,5.0,0,0
CUST000122,Blinkit,32,Male,Chennai,19,7.349833973812427,243.2481741427083,33968.84019325647,0.3980339159019679,0.23203710921591883,0.6366263114462065,1.1290166574377494,UPI,0,18,3.365187176432078,1,0
CUST000123,Swiggy,22,Female,Mumbai,22,10.733961585122671,430.1580667246601,101580.603602569,0.3274006826246253,0.440678908886736,0.18598050823307866,1.7593743627157026,Cash on Delivery,0,5,3.978730175113505,1,0
CUST000124,Swiggy,24,Female,Ahmedabad,20,5.521240968359448,427.16178754706215,47169.263230449884,0.3433232152446602,0.2474444621524252,0.03729126318771805,0.5347126431058373,Debit Card,0,60,4.063689318179327,0,0
CUST000125,Swiggy,31,Female,Kolkata,15,12.315980669273738,183.2188980930437,33847.80610739342,0.5082950531208186,0.22663207705102184,0.062083473589511586,1.2904084769414688,Debit Card,0,11,4.24119565236349,1,0
CUST000126,Zomato,32,Male,Pune,26,11.952669382387636,232.25149218375356,72176.6577906034,0.5117879791602788,0.09990844973578379,0.06400279817726627,0.45561599344209974,Credit Card,1,3,5.0,2,1
CUST000127,Zepto,20,Male,Pune,19,7.944878078298275,323.43626848342444,48823.572664810534,0.3978600690444463,0.03620714572830226,0.019830233889566215,1.5881884791254777,Wallet,0,5,3.4163003787266977,2,0
CUST000128,Blinkit,38,Female,Bangalore,17,9.243422323198596,266.8488339217445,41932.13996266005,0.4067356421913361,0.025074711386597563,0.21688499769515082,4.539307793222176,Credit Card,0,25,4.616898808598817,0,0
CUST000129,Swiggy,34,Male,Kolkata,20,10.798810452347617,309.36196073086575,66814.82350198452,0.5035007012619189,0.15373795144733926,0.14585597771878153,3.939846795788824,Debit Card,0,14,4.567721173453207,0,0
CUST000130,Zomato,24,Female,Mumbai,27,4.597366962985045,173.82029874477217,21576.12387152597,0.1334749593463301,0.10771219984906409,0.019264972332621706,1.9337766218743988,Cash on Delivery,0,21,4.7220717103640535,0,0
